ticker,period_end,frequency,total_debt,short_term_debt,long_term_debt,cash_and_equivalents,net_debt,interest_expense,fiscal_year
KOP,2024-12-31,annual,1021900000.0,31600000.0,925900000.0,43900000.0,978000000.0,76200000.0,2024
KOP,2025-12-31,annual,1022500000.0,32100000.0,914300000.0,38000000.0,984500000.0,66099999.0,2025
KRYS,2018-12-31,annual,,,,111761000.0,-103670000.0,1027000.0,2018
KRYS,2019-12-31,annual,3262000.0,480000.0,,193685000.0,-184252000.0,0.0,2019
KRYS,2020-12-31,annual,11546000.0,8238000.0,,271262000.0,-256723000.0,832000.0,2020
KRYS,2021-12-31,annual,8024000.0,1041000.0,,438096000.0,-333222000.0,1492000.0,2021
KRYS,2022-12-31,annual,8933000.0,1561000.0,,379171000.0,-152967000.0,5221000.0,2022
KRYS,2023-12-31,annual,8094000.0,1474000.0,,532178000.0,-350234000.0,0.0,2023
KRYS,2024-12-31,annual,7261000.0,1217000.0,,597517000.0,-337604000.0,,2024
KRYS,2025-12-31,annual,9339000.0,1771000.0,,827791000.0,-486965000.0,,2025
KSS,2018-01-31,annual,4514000000.0,126000000.0,2797000000.0,1308000000.0,3206000000.0,299000000.0,2018
KSS,2019-01-31,annual,3614000000.0,115000000.0,1861000000.0,934000000.0,2680000000.0,256000000.0,2019
KSS,2020-01-31,annual,6406000000.0,282000000.0,1856000000.0,723000000.0,5683000000.0,207000000.0,2020
KSS,2021-01-31,annual,7015000000.0,276000000.0,2451000000.0,2271000000.0,4744000000.0,284000000.0,2021
KSS,2022-01-31,annual,6785000000.0,263000000.0,1910000000.0,1587000000.0,5198000000.0,260000000.0,2022
KSS,2023-01-31,annual,7566000000.0,565000000.0,1637000000.0,153000000.0,7413000000.0,304000000.0,2023
KSS,2024-01-31,annual,7376000000.0,277000000.0,1638000000.0,183000000.0,7193000000.0,344000000.0,2024
KSS,2025-01-31,annual,7159000000.0,826000000.0,1174000000.0,134000000.0,7025000000.0,319000000.0,2025
KSS,2026-01-31,annual,6630000000.0,179000000.0,1436000000.0,674000000.0,6511000000.0,288000000.0,2026
KTB,2018-12-31,annual,272327000.0,272327000.0,0.0,96776000.0,175551000.0,1173000.0,2018
KTB,2019-12-31,annual,1004474000.0,36459000.0,913269000.0,106808000.0,897666000.0,35787000.0,2019
KTB,2020-12-31,annual,981206000.0,53443000.0,887957000.0,248138000.0,733068000.0,49992000.0,2020
KTB,2021-12-31,annual,848754000.0,24444000.0,791317000.0,185322000.0,663432000.0,38900000.0,2021
KTB,2022-12-31,annual,851303000.0,37178000.0,782619000.0,59179000.0,792124000.0,34919000.0,2022
KTB,2023-12-31,annual,841677000.0,41003000.0,763921000.0,215050000.0,626627000.0,40408000.0,2023
KTB,2024-12-31,annual,791160000.0,20890000.0,740315000.0,334066000.0,457094000.0,40824000.0,2024
KTB,2025-12-31,annual,1293869000.0,42413000.0,1134579000.0,108442000.0,1185427000.0,65842000.0,2025
KW,2018-12-31,annual,5412800000.0,0.0,5412800000.0,488000000.0,4924800000.0,238200000.0,2018
KW,2019-12-31,annual,5214200000.0,167300000.0,5046900000.0,573900000.0,4473000000.0,214200000.0,2019
KW,2020-12-31,annual,5094500000.0,5094500000.0,5094500000.0,965100000.0,4129400000.0,201900000.0,2020
KW,2021-12-31,annual,5452300000.0,17400000.0,5434900000.0,524800000.0,4910100000.0,192400000.0,2021
KW,2022-12-31,annual,5834900000.0,247900000.0,5587000000.0,439300000.0,5147700000.0,220800000.0,2022
KW,2023-12-31,annual,5298000000.0,342400000.0,5298000000.0,313700000.0,4984300000.0,259200000.0,2023
KW,2024-12-31,annual,4784900000.0,141300000.0,4784900000.0,217500000.0,4567400000.0,261100000.0,2024
KW,2025-12-31,annual,4507500000.0,0.0,4507500000.0,-2500000.0,4510000000.0,239600000.0,2025
KWR,2018-12-31,annual,36604000.0,670000.0,35934000.0,104147000.0,-67543000.0,6158000.0,2018
KWR,2019-12-31,annual,963219000.0,49509000.0,882437000.0,123524000.0,839695000.0,16976000.0,2019
KWR,2020-12-31,annual,926006000.0,49868000.0,849068000.0,181833000.0,744173000.0,26603000.0,2020
KWR,2021-12-31,annual,929658000.0,66911000.0,836412000.0,165176000.0,764482000.0,22326000.0,2021
KWR,2022-12-31,annual,991797000.0,31269000.0,933561000.0,180963000.0,810834000.0,32579000.0,2022
KWR,2023-12-31,annual,788969000.0,35312000.0,730623000.0,194527000.0,594442000.0,50699000.0,2023
KWR,2024-12-31,annual,737815000.0,48173000.0,669614000.0,188880000.0,548935000.0,45772000.0,2024
KWR,2025-12-31,annual,928612000.0,48193000.0,834901000.0,179829000.0,748783000.0,46999000.0,2025
LAUR,2018-12-31,annual,2716531000.0,101866000.0,2593585000.0,388500000.0,2307000000.0,188431000.0,2018
LAUR,2019-12-31,annual,1711568000.0,91287000.0,1260317000.0,97817000.0,1613751000.0,125042000.0,2019
LAUR,2020-12-31,annual,1514854000.0,140449000.0,899898000.0,867298000.0,647556000.0,100894000.0,2020
LAUR,2021-12-31,annual,569000000.0,87231000.0,104588000.0,324800000.0,244200000.0,46275000.0,2021
LAUR,2022-12-31,annual,648000000.0,95178000.0,175929000.0,85200000.0,562800000.0,16418000.0,2022
LAUR,2023-12-31,annual,582703000.0,110342000.0,112241000.0,89392000.0,493311000.0,20986000.0,2023
LAUR,2024-12-31,annual,427414000.0,89430000.0,59027000.0,91350000.0,336064000.0,18102000.0,2024
LAUR,2025-12-31,annual,847263000.0,110556000.0,73123000.0,146700000.0,700563000.0,10661000.0,2025
LBRT,2018-12-31,annual,106524000.0,385000.0,106139000.0,103312000.0,3212000.0,17145000.0,2018
LBRT,2019-12-31,annual,207230000.0,39928000.0,105731000.0,112690000.0,94540000.0,17485000.0,2019
LBRT,2020-12-31,annual,211584000.0,44425000.0,105411000.0,68978000.0,142606000.0,14768000.0,2020
LBRT,2021-12-31,annual,243635000.0,40779000.0,121445000.0,19998000.0,223637000.0,15603000.0,2021
LBRT,2022-12-31,annual,348918000.0,39707000.0,217426000.0,43676000.0,305242000.0,22715000.0,2022
LBRT,2023-12-31,annual,405309000.0,67395000.0,140000000.0,36784000.0,368525000.0,29493000.0,2023
LBRT,2024-12-31,annual,533606000.0,95218000.0,190500000.0,19984000.0,513622000.0,32692000.0,2024
LBRT,2025-12-31,annual,873367000.0,121695000.0,241510000.0,27554000.0,845813000.0,40306000.0,2025
LCII,2018-12-31,annual,294124000.0,596000.0,293528000.0,14928000.0,278600000.0,6436000.0,2018
LCII,2019-12-31,annual,732330000.0,39576000.0,612906000.0,35359000.0,696971000.0,8796000.0,2019
LCII,2020-12-31,annual,846388000.0,43263000.0,720418000.0,51821000.0,794567000.0,13453000.0,2020
LCII,2021-12-31,annual,1476990000.0,101595000.0,1231959000.0,62896000.0,1414094000.0,16366000.0,2021
LCII,2022-12-31,annual,1376899000.0,58533000.0,1095888000.0,47499000.0,1329400000.0,27573000.0,2022
LCII,2023-12-31,annual,1106372000.0,36858000.0,846834000.0,66157000.0,1040215000.0,40424000.0,2023
LCII,2024-12-31,annual,995853000.0,39094000.0,756830000.0,165756000.0,830097000.0,28899000.0,2024
LCII,2025-12-31,annual,1235406000.0,47857000.0,941502000.0,222615000.0,1012791000.0,35710000.0,2025
LEG,2018-12-31,annual,1169000000.0,1200000.0,1167800000.0,268100000.0,900900000.0,60900000.0,2018
LEG,2019-12-31,annual,2278500000.0,90400000.0,2066500000.0,247600000.0,2030900000.0,90700000.0,2019
LEG,2020-12-31,annual,2064700000.0,93300000.0,1849300000.0,348900000.0,1715800000.0,82700000.0,2020
LEG,2021-12-31,annual,2287800000.0,345100000.0,1789700000.0,361700000.0,1926100000.0,76500000.0,2021
LEG,2022-12-31,annual,2286700000.0,58900000.0,2074200000.0,316500000.0,1970200000.0,85500000.0,2022
LEG,2023-12-31,annual,2195400000.0,365300000.0,1679600000.0,365500000.0,1829900000.0,88400000.0,2023
LEG,2024-12-31,annual,2048600000.0,54700000.0,1862800000.0,350200000.0,1698400000.0,85900000.0,2024
LEG,2025-12-31,annual,1655900000.0,53000000.0,1496200000.0,587400000.0,1068500000.0,66300000.0,2025
LGIH,2018-12-31,annual,721985000.0,68251000.0,653734000.0,46624000.0,607110000.0,0.0,2018
LGIH,2019-12-31,annual,986587000.0,296028000.0,690559000.0,38345000.0,652214000.0,45555000.0,2019
LGIH,2020-12-31,annual,835079000.0,296681000.0,538398000.0,35942000.0,502456000.0,3849000.0,2020
LGIH,2021-12-31,annual,806659000.0,1423000.0,805236000.0,50514000.0,754722000.0,28360000.0,2021
LGIH,2022-12-31,annual,1405767000.0,141792000.0,1117001000.0,31998000.0,1373769000.0,29585000.0,2022
LGIH,2023-12-31,annual,1462197000.0,104459000.0,1248332000.0,48978000.0,1413219000.0,87604000.0,2023
LGIH,2024-12-31,annual,1523992000.0,1892000.0,1517858000.0,53197000.0,1470795000.0,,2024
LGIH,2025-12-31,annual,1656803000.0,,1664779000.0,61247000.0,1595556000.0,,2025
LGND,2018-12-31,annual,636297000.0,26433000.0,609864000.0,764572000.0,-82084000.0,48276000.0,2018
LGND,2019-12-31,annual,650184000.0,1255000.0,638959000.0,1069867000.0,578641000.0,35745000.0,2019
LGND,2020-12-31,annual,456414000.0,8478000.0,442293000.0,411186000.0,408795000.0,27415000.0,2020
LGND,2021-12-31,annual,324386000.0,1413000.0,320717000.0,341108000.0,304864000.0,19619000.0,2021
LGND,2022-12-31,annual,87746000.0,77410000.0,,211870000.0,42740000.0,1799000.0,2022
LGND,2023-12-31,annual,6165000.0,410000.0,,170309000.0,-16789000.0,656000.0,2023
LGND,2024-12-31,annual,7105000.0,1290000.0,,256165000.0,-65202000.0,3037000.0,2024
LGND,2025-12-31,annual,451491000.0,1095000.0,446192000.0,733521000.0,276564000.0,4715000.0,2025
LIF,2019-12-31,annual,109000.0,,,63818000.0,-63709000.0,192000.0,2019
LIF,2020-12-31,annual,3067000.0,1460000.0,,56413000.0,-53346000.0,,2020
LIF,2021-12-31,annual,14369000.0,5796000.0,8284000.0,230990000.0,-216621000.0,,2021
LIF,2022-12-31,annual,8386000.0,4326000.0,4060000.0,75444000.0,-67058000.0,,2022
LIF,2023-12-31,annual,5563000.0,3784000.0,1056000.0,68964000.0,-63401000.0,,2023
LIF,2024-12-31,annual,723000.0,364000.0,,159238000.0,-158515000.0,,2024
LIF,2025-12-31,annual,310386000.0,,310386000.0,494261000.0,-183875000.0,,2025
LKFN,2018-12-31,annual,446483000.0,245555000.0,30928000.0,802471000.0,229561000.0,47699000.0,2018
LKFN,2019-12-31,annual,170000000.0,170561000.0,170000000.0,707614000.0,70619000.0,60163000.0,2019
LKFN,2020-12-31,annual,96581000.0,11081000.0,85500000.0,984772000.0,-164427000.0,30095000.0,2020
LKFN,2021-12-31,annual,75595000.0,595000.0,75000000.0,2081798000.0,-608240000.0,15131000.0,2021
LKFN,2022-12-31,annual,869727000.0,297727000.0,572000000.0,1315810000.0,144718000.0,36680000.0,2022
LKFN,2023-12-31,annual,50000000.0,50744000.0,50000000.0,17126000.0,-101824000.0,146232000.0,2023
LKFN,2024-12-31,annual,6777000.0,822000.0,,591052000.0,-168205000.0,176479000.0,2024
LKFN,2025-12-31,annual,184200000.0,170000000.0,14200000.0,141318000.0,127061000.0,152718000.0,2025
LKQ,2018-12-31,annual,4310500000.0,121826000.0,4188674000.0,331761000.0,3978739000.0,162377000.0,2018
LKQ,2019-12-31,annual,5400880000.0,547894000.0,3715389000.0,523020000.0,4877860000.0,160170000.0,2019
LKQ,2020-12-31,annual,4290912000.0,280308000.0,2812641000.0,312154000.0,3978758000.0,110812000.0,2020
LKQ,2021-12-31,annual,4224000000.0,238000000.0,2777160000.0,274000000.0,3950000000.0,71429000.0,2021
LKQ,2022-12-31,annual,3935000000.0,222000000.0,2622000000.0,278000000.0,3657000000.0,78000000.0,2022
LKQ,2023-12-31,annual,5638000000.0,820000000.0,3655000000.0,299000000.0,5339000000.0,214000000.0,2023
LKQ,2024-12-31,annual,5609000000.0,275000000.0,4127000000.0,234000000.0,5375000000.0,262000000.0,2024
LKQ,2025-12-31,annual,5061000000.0,285000000.0,3631000000.0,319000000.0,4742000000.0,224000000.0,2025
LMAT,2018-12-31,annual,2927000.0,2927000.0,,47986000.0,-26318000.0,2000.0,2018
LMAT,2019-12-31,annual,15712000.0,1757000.0,,32681000.0,3926000.0,5912000.0,2019
LMAT,2020-12-31,annual,54777000.0,4454000.0,35532000.0,26978000.0,28013000.0,1310000.0,2020
LMAT,2021-12-31,annual,15937000.0,1870000.0,,69959000.0,2082000.0,2219000.0,2021
LMAT,2022-12-31,annual,16596000.0,1886000.0,,82691000.0,-2538000.0,986000.0,2022
LMAT,2023-12-31,annual,19095000.0,2471000.0,,105074000.0,-5174000.0,0.0,2023
LMAT,2024-12-31,annual,185685000.0,2681000.0,167772000.0,299722000.0,160075000.0,205000.0,2024
LMAT,2025-12-31,annual,185592000.0,2944000.0,168645000.0,359120000.0,157348000.0,5184000.0,2025
LNC,2018-12-31,annual,7579000000.0,0.0,7579000000.0,96369000000.0,3494000000.0,297000000.0,2018
LNC,2019-12-31,annual,8177000000.0,300000000.0,7877000000.0,107763000000.0,3804000000.0,326000000.0,2019
LNC,2020-12-31,annual,8878000000.0,250000000.0,8628000000.0,124752000000.0,4974000000.0,284000000.0,2020
LNC,2021-12-31,annual,6625000000.0,550000000.0,6325000000.0,121358000000.0,4013000000.0,270000000.0,2021
LNC,2022-12-31,annual,6632000000.0,500000000.0,5955000000.0,103079000000.0,3112000000.0,283000000.0,2022
LNC,2023-12-31,annual,6121000000.0,250000000.0,5699000000.0,92103000000.0,2756000000.0,331000000.0,2023
LNC,2024-12-31,annual,6355000000.0,300000000.0,6055000000.0,26717000000.0,554000000.0,336000000.0,2024
LNC,2025-12-31,annual,6266000000.0,400000000.0,5866000000.0,9502000000.0,-3236000000.0,227000000.0,2025
LNN,2018-08-31,annual,116775000.0,205000.0,116570000.0,160787000.0,-44012000.0,4687000.0,2018
LNN,2019-08-31,annual,116055000.0,209000.0,115846000.0,127204000.0,-11149000.0,4767000.0,2019
LNN,2020-08-31,annual,146862000.0,5318000.0,115682000.0,140914000.0,25459000.0,4759000.0,2020
LNN,2021-08-31,annual,138023000.0,4208000.0,115514000.0,146711000.0,10916000.0,4751000.0,2021
LNN,2022-08-31,annual,138532000.0,3381000.0,115341000.0,116508000.0,33484000.0,4269000.0,2022
LNN,2023-08-31,annual,136107000.0,3254000.0,115164000.0,166311000.0,-24648000.0,3788000.0,2023
LNN,2024-08-31,annual,134386000.0,3851000.0,114994000.0,190879000.0,-56493000.0,3234000.0,2024
LNN,2025-08-31,annual,136510000.0,4346000.0,114810000.0,250575000.0,-114065000.0,1833000.0,2025
LPG,2018-03-31,annual,759103152.0,67953538.0,694035583.0,103505676.0,655597476.0,35658045.0,2018
LPG,2019-03-31,annual,696090786.0,63968414.0,632122372.0,30838684.0,665252102.0,40649231.0,2019
LPG,2020-03-31,annual,662124732.0,62553699.0,581919094.0,63309072.0,613735044.0,36105541.0,2020
LPG,2021-03-31,annual,609348723.0,61615967.0,539651761.0,79330007.0,530018716.0,27596124.0,2021
LPG,2022-03-31,annual,652099117.0,61411730.0,590687387.0,79330007.0,529814479.0,27067395.0,2022
LPG,2023-03-31,annual,684405605.0,80148935.0,604256670.0,236758927.0,434077395.0,37803787.0,2023
LPG,2024-03-31,annual,797342049.0,86566508.0,551549215.0,294038910.0,514834078.0,40480428.0,2024
LPG,2025-03-31,annual,712980417.0,89786903.0,498773969.0,316877584.0,396102833.0,35813000.0,2025
LQDT,2018-09-30,annual,2128000.0,2128000.0,0.0,78448000.0,-58448000.0,0.0,2018
LQDT,2019-09-30,annual,320000.0,52000.0,,66497000.0,-36497000.0,1244000.0,2019
LQDT,2020-09-30,annual,11583000.0,3818000.0,,76036000.0,-64453000.0,914000.0,2020
LQDT,2021-09-30,annual,14598000.0,4328000.0,,106335000.0,-91737000.0,2517000.0,2021
LQDT,2022-09-30,annual,14552000.0,4656000.0,,97941000.0,-81570000.0,248000.0,2022
LQDT,2023-09-30,annual,10906000.0,4198000.0,,118172000.0,-99375000.0,,2023
LQDT,2024-09-30,annual,14437000.0,5271000.0,,155536000.0,-138789000.0,,2024
LQDT,2025-09-30,annual,14124000.0,5194000.0,,185819000.0,-160483000.0,,2025
LRN,2018-06-30,annual,26018000.0,13353000.0,12665000.0,231113000.0,-205095000.0,965000.0,2018
LRN,2019-06-30,annual,24648000.0,19588000.0,,283121000.0,-258473000.0,2243000.0,2019
LRN,2020-06-30,annual,235171000.0,133993000.0,,212299000.0,22872000.0,590000.0,2020
LRN,2021-06-30,annual,466282000.0,47985000.0,299271000.0,386080000.0,80202000.0,17979000.0,2021
LRN,2022-06-30,annual,565672000.0,50219000.0,411438000.0,389398000.0,176274000.0,8277000.0,2022
LRN,2023-06-30,annual,543808000.0,50070000.0,413035000.0,522725000.0,133001000.0,8404000.0,2023
LRN,2024-06-30,annual,528213000.0,41894000.0,414675000.0,692286000.0,27599000.0,8812000.0,2024
LRN,2025-06-30,annual,549760000.0,53707000.0,416322000.0,985266000.0,-232737000.0,10504000.0,2025
LTC,2018-12-31,annual,645029000.0,533029000.0,533029000.0,2656000.0,642373000.0,30196000.0,2018
LTC,2019-12-31,annual,693388000.0,599488000.0,599488000.0,4244000.0,689144000.0,30582000.0,2019
LTC,2020-12-31,annual,649382000.0,559482000.0,559482000.0,7772000.0,641610000.0,29705000.0,2020
LTC,2021-12-31,annual,1235175000.0,623356000.0,611819000.0,5161000.0,717558000.0,27375000.0,2021
LTC,2022-12-31,annual,767854000.0,49160000.0,767854000.0,10379000.0,757475000.0,31437000.0,2022
LTC,2023-12-31,annual,891317000.0,302250000.0,891317000.0,20286000.0,871031000.0,47014000.0,2023
LTC,2024-12-31,annual,684600000.0,144350000.0,540250000.0,9414000.0,675186000.0,40336000.0,2024
LTC,2025-12-31,annual,844761000.0,51500000.0,589318000.0,14387000.0,830374000.0,35306000.0,2025
LTH,2018-12-31,annual,,,,,,136176000.0,2018
LTH,2019-12-31,annual,3775743000.0,58965000.0,2223735000.0,47951000.0,3727792000.0,128955000.0,2019
LTH,2020-12-31,annual,4062037000.0,190314000.0,2133330000.0,33195000.0,4028842000.0,128394000.0,2020
LTH,2021-12-31,annual,3756818000.0,71216000.0,1775719000.0,31637000.0,3725181000.0,224516000.0,2021
LTH,2022-12-31,annual,4035238000.0,67116000.0,1805698000.0,25509000.0,4009729000.0,113537000.0,2022
LTH,2023-12-31,annual,4260502000.0,132612000.0,1859027000.0,29966000.0,4230536000.0,130797000.0,2023
LTH,2024-12-31,annual,3987297000.0,93046000.0,1513157000.0,10879000.0,3976418000.0,148095000.0,2024
LTH,2025-12-31,annual,6749361000.0,113170000.0,1485939000.0,232169000.0,6517192000.0,82263000.0,2025
LUMN,2018-12-31,annual,36061000000.0,652000000.0,35409000000.0,488000000.0,35573000000.0,2177000000.0,2018
LUMN,2019-12-31,annual,36452000000.0,2716000000.0,32394000000.0,1693000000.0,34759000000.0,2021000000.0,2019
LUMN,2020-12-31,annual,33621000000.0,2806000000.0,29410000000.0,409000000.0,33212000000.0,1668000000.0,2020
LUMN,2021-12-31,annual,31174000000.0,1939000000.0,27428000000.0,354000000.0,30820000000.0,1522000000.0,2021
LUMN,2022-12-31,annual,22004000000.0,498000000.0,20418000000.0,1251000000.0,20753000000.0,1332000000.0,2022
LUMN,2023-12-31,annual,21296000000.0,425000000.0,19831000000.0,2234000000.0,19062000000.0,1158000000.0,2023
LUMN,2024-12-31,annual,19118000000.0,665000000.0,17494000000.0,1889000000.0,17229000000.0,1372000000.0,2024
LUMN,2025-12-31,annual,17707000000.0,354000000.0,17353000000.0,1003000000.0,16704000000.0,1284000000.0,2025
LW,2018-05-31,annual,2385000000.0,48300000.0,2257700000.0,55600000.0,2329400000.0,108800000.0,2018
LW,2019-05-31,annual,2326600000.0,46400000.0,2201300000.0,12200000.0,2314400000.0,107100000.0,2019
LW,2020-05-31,annual,3568500000.0,575900000.0,2982100000.0,1364000000.0,2204500000.0,108000000.0,2020
LW,2021-05-31,annual,2766500000.0,61100000.0,2705400000.0,783500000.0,1983000000.0,118300000.0,2021
LW,2022-05-31,annual,2750400000.0,54600000.0,2695800000.0,525000000.0,2225400000.0,161000000.0,2022
LW,2023-05-31,annual,3490700000.0,242300000.0,3248400000.0,304800000.0,3185900000.0,109200000.0,2023
LW,2024-05-31,annual,3852700000.0,412000000.0,3440700000.0,71400000.0,3781300000.0,135800000.0,2024
LW,2025-05-31,annual,4155300000.0,472500000.0,3682800000.0,70700000.0,4084600000.0,180000000.0,2025
LXP,2018-12-31,annual,1545780000.0,53297000.0,1492483000.0,168750000.0,1196437000.0,79880000.0,2018
LXP,2019-12-31,annual,1224023000.0,71099000.0,815107000.0,122666000.0,1101357000.0,65095000.0,2019
LXP,2020-12-31,annual,1382977000.0,41735000.0,1341242000.0,178795000.0,1067467000.0,55201000.0,2020
LXP,2021-12-31,annual,1542970000.0,45906000.0,1497064000.0,190926000.0,1207637000.0,46708000.0,2021
LXP,2022-12-31,annual,2574567000.0,1086516000.0,1488051000.0,54390000.0,1331085000.0,45417000.0,2022
LXP,2023-12-31,annual,1663266000.0,50989000.0,1643033000.0,329387000.0,1464019000.0,46389000.0,2023
LXP,2024-12-31,annual,1459231000.0,5570000.0,1442117000.0,101836000.0,1357395000.0,66477000.0,2024
LXP,2025-12-31,annual,1369668000.0,0.0,1251287000.0,170394000.0,1199274000.0,59052000.0,2025
LYFT,2018-12-31,annual,,,,2037870000.0,-517690000.0,0.0,2018
LYFT,2019-12-31,annual,476276000.0,94199000.0,,2850124000.0,117957000.0,102595000.0,2019
LYFT,2020-12-31,annual,995090000.0,85051000.0,644236000.0,2251068000.0,675356000.0,32678000.0,2020
LYFT,2021-12-31,annual,975434000.0,110029000.0,655173000.0,2253858000.0,518109000.0,51635000.0,2021
LYFT,2022-12-31,annual,1061653000.0,82090000.0,803207000.0,1796792000.0,780563000.0,19735000.0,2022
LYFT,2023-12-31,annual,1041818000.0,68354000.0,839362000.0,1685184000.0,483182000.0,26223000.0,2023
LYFT,2024-12-31,annual,1172313000.0,454271000.0,565968000.0,1984443000.0,412994000.0,28921000.0,2024
LYFT,2025-12-31,annual,1276733000.0,114425000.0,1002404000.0,1837181000.0,144724000.0,20755000.0,2025
LZ,2019-12-31,annual,518390000.0,2999000.0,515391000.0,49180000.0,469210000.0,38559000.0,2019
LZ,2020-12-31,annual,515391000.0,3029000.0,512362000.0,114470000.0,400921000.0,35504000.0,2020
LZ,2021-12-31,annual,1122000.0,47637000.0,,239297000.0,-239297000.0,28045000.0,2021
LZ,2022-12-31,annual,11275000.0,2317000.0,,189082000.0,-177807000.0,260000.0,2022
LZ,2023-12-31,annual,9018000.0,2052000.0,,225719000.0,-216701000.0,493000.0,2023
LZ,2024-12-31,annual,7879000.0,1861000.0,,142064000.0,-134185000.0,446000.0,2024
LZ,2025-12-31,annual,24389000.0,4339000.0,,203100000.0,-178711000.0,1294000.0,2025
LZB,2018-04-30,annual,422000.0,446000.0,199000.0,150781000.0,-134093000.0,538000.0,2018
LZB,2019-04-30,annual,199000.0,180000.0,19000.0,151176000.0,-129620000.0,1542000.0,2019
LZB,2020-04-30,annual,409538000.0,139376000.0,,261553000.0,147985000.0,1291000.0,2020
LZB,2021-04-30,annual,362637000.0,67614000.0,,415272000.0,-32066000.0,1390000.0,2021
LZB,2022-04-30,annual,430114000.0,75271000.0,,266214999.0,181258000.0,895000.0,2022
LZB,2023-04-30,annual,445914000.0,77751000.0,,349768000.0,102540000.0,536000.0,2023
LZB,2024-04-30,annual,481751000.0,77027000.0,,347910000.0,140653000.0,455000.0,2024
LZB,2025-04-30,annual,490857000.0,80592000.0,,331066000.0,162408000.0,545000.0,2025
MAC,2018-12-31,annual,5741137000.0,758677000.0,4982460000.0,102711000.0,4879749000.0,182962000.0,2018
MAC,2019-12-31,annual,5537215000.0,327239000.0,5209976000.0,100005000.0,14196000.0,138254000.0,2019
MAC,2020-12-31,annual,8137977000.0,2099627000.0,6038350000.0,465297000.0,5663269000.0,75550000.0,2020
MAC,2021-12-31,annual,5341654000.0,813289000.0,4528365000.0,112454000.0,4496622000.0,192679000.0,2021
MAC,2022-12-31,annual,5150733000.0,603799000.0,4546934000.0,100320000.0,4398304000.0,216851000.0,2022
MAC,2023-12-31,annual,4309673000.0,612003000.0,4225684000.0,94936000.0,4214737000.0,172920000.0,2023
MAC,2024-12-31,annual,5064531000.0,330123000.0,4992848000.0,89858000.0,4974673000.0,219987000.0,2024
MAC,2025-12-31,annual,5202904000.0,1157712000.0,5068946000.0,43007000.0,5159897000.0,216343000.0,2025
MAN,2018-12-31,annual,1075400000.0,50100000.0,1025300000.0,591900000.0,483500000.0,47000000.0,2018
MAN,2019-12-31,annual,1532200000.0,183100000.0,1012400000.0,1025800000.0,506400000.0,44400000.0,2019
MAN,2020-12-31,annual,1548300000.0,139700000.0,1103500000.0,1567100000.0,-18800000.0,43300000.0,2020
MAN,2021-12-31,annual,1394100000.0,552600000.0,565700000.0,847800000.0,546300000.0,38800000.0,2021
MAN,2022-12-31,annual,1358600000.0,132100000.0,959900000.0,639000000.0,719600000.0,46900000.0,2022
MAN,2023-12-31,annual,1426000000.0,112300000.0,990500000.0,581300000.0,844700000.0,49900000.0,2023
MAN,2024-12-31,annual,1231800000.0,23400000.0,929400000.0,509400000.0,722400000.0,90000000.0,2024
MAN,2025-12-31,annual,2393100000.0,732400000.0,1052100000.0,871000000.0,1522100000.0,95400000.0,2025
MARA,2018-12-31,annual,999106.0,999106.0,,2551171.0,-1552065.0,2371510.0,2018
MARA,2019-12-31,annual,1207544.0,87959.0,999106.0,692963.0,514581.0,51915.0,2019
MARA,2020-12-31,annual,184096.0,121596.0,62500.0,141322776.0,-141138680.0,20984.0,2020
MARA,2021-12-31,annual,728405922.0,728405922.0,728405922.0,492300564.0,459883903.0,1569000.0,2021
MARA,2022-12-31,annual,783514000.0,326000.0,782171000.0,103705000.0,679809000.0,14981000.0,2022
MARA,2023-12-31,annual,326132000.0,248000.0,325654000.0,357313000.0,-31181000.0,10350000.0,2023
MARA,2024-12-31,annual,2473671000.0,407000.0,2446578000.0,391771000.0,2081900000.0,12996000.0,2024
MARA,2025-12-31,annual,3645353000.0,399740000.0,3202082000.0,547132000.0,3098221000.0,48381000.0,2025
MATW,2018-09-30,annual,960602000.0,31260000.0,929342000.0,41572000.0,919030000.0,37427000.0,2018
MATW,2019-09-30,annual,940697000.0,42503000.0,898194000.0,35302000.0,905395000.0,40962000.0,2019
MATW,2020-09-30,annual,907773000.0,50766000.0,807710000.0,41334000.0,866439000.0,34885000.0,2020
MATW,2021-09-30,annual,846133000.0,29775000.0,759086000.0,49176000.0,796957000.0,28684000.0,2021
MATW,2022-09-30,annual,872882000.0,26146000.0,795291000.0,71414000.0,801468000.0,27725000.0,2022
MATW,2023-09-30,annual,864352000.0,27679000.0,786484000.0,42101000.0,822251000.0,44648000.0,2023
MATW,2024-09-30,annual,839157000.0,29470000.0,769614000.0,40816000.0,798341000.0,50534000.0,2024
MATW,2025-09-30,annual,764117000.0,24416000.0,703602000.0,32433000.0,731684000.0,59244000.0,2025
MATX,2018-12-31,annual,856400000.0,42100000.0,814300000.0,19600000.0,836800000.0,18700000.0,2018
MATX,2019-12-31,annual,1223000000.0,115000000.0,910000000.0,21200000.0,1201800000.0,22500000.0,2019
MATX,2020-12-31,annual,1004100000.0,131600000.0,685600000.0,14400000.0,989700000.0,27400000.0,2020
MATX,2021-12-31,annual,1059700000.0,202600000.0,549700000.0,287700000.0,772000000.0,22600000.0,2021
MATX,2022-12-31,annual,910700000.0,220500000.0,427700000.0,253700000.0,657000000.0,18000000.0,2022
